ANALYSIS_ID,STRATUM_1,STRATUM_2,STRATUM_3,STRATUM_4,STRATUM_5,COUNT_VALUE,MIN_VALUE,MAX_VALUE,AVG_VALUE,STDEV_VALUE,MEDIAN_VALUE,P10_VALUE,P25_VALUE,P75_VALUE,P90_VALUE
602,4187458,202012,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4187458,202101,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4187458,202102,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4187458,202103,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4187458,202104,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4187458,202105,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4187458,202106,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4187458,202107,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4187458,202108,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4187458,202109,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4187458,202110,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4187458,202111,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4187458,202112,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4187458,202201,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4187458,202202,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4187458,202203,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4187458,202204,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4187458,202205,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4187458,202206,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,199001,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,199312,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,199401,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,199402,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201207,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201208,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201209,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201210,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201211,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201212,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201301,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201302,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201303,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201304,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201305,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201306,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201307,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201308,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201309,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201310,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201311,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201312,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201401,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201402,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201403,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201404,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201405,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201406,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201407,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201408,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201409,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201410,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201411,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201412,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201501,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201502,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201503,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201504,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201505,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201506,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201507,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201508,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201509,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201510,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201511,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201512,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201601,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201602,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201603,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201604,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201605,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201606,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201607,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201608,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201609,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201610,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201611,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201612,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201701,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201702,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201703,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201704,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201705,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201706,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201707,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201708,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201709,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201710,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201711,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201712,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201801,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201802,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201803,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201804,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201805,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201806,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201807,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201808,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201809,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201810,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201811,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201812,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201901,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201902,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201903,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201904,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201905,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201906,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201907,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201908,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201909,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201910,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201911,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,201912,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202001,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202002,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202003,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202004,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202005,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202006,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202007,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202008,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202009,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202010,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202011,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202012,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202101,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202102,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202103,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202104,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202105,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202106,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202107,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202108,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202109,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202110,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202111,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202112,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202201,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202202,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202203,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202204,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202205,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4191853,202206,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,194904,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,197212,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,197510,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,198005,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,198110,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,198311,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,198406,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,198411,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,198509,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,198601,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,198605,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,198606,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,198701,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,198703,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,198705,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,198708,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,198807,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,198808,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,198811,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,198902,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,198908,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,198911,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199010,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199011,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199101,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199111,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199205,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199208,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199304,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199305,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199310,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199311,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199401,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199404,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199407,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199410,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199501,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199503,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199505,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199506,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199509,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199510,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199512,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199602,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199607,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199612,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199702,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199703,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199806,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199808,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199810,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199905,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199906,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,199908,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200003,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200005,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200006,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200011,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200012,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200101,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200108,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200110,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200204,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200212,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200303,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200402,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200403,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200405,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200407,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200411,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200502,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200505,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200507,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200512,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200604,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200608,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200710,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200711,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200801,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200805,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200806,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200807,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200808,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200811,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200901,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,200905,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201002,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201003,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201005,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201006,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201007,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201008,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201011,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201012,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201101,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201102,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201104,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201105,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201109,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201111,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201112,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201201,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201202,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201203,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201204,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201207,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201208,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201209,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201210,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201211,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201212,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201301,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201302,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201303,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201304,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201305,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201306,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201307,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201308,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201309,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201310,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201311,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201312,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201401,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201402,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201403,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201404,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201405,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201406,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201407,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201408,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201409,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201410,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201411,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201412,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201501,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201502,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201503,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201504,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201505,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201506,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201507,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201508,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201509,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201510,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201511,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201512,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201601,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201602,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201603,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,4195645,201604,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
